time;Азимут:;Наклон:;Крен:
1509974816.736;78.415;-5.793;178.966
1509974816.755;78.578;-5.842;-179.313
1509974816.776;78.534;-3.636;-178.024
1509974816.783;78.321;-3.636;-178.024
1509974816.798;78.989;-9.279;-175.948
1509974816.816;78.634;-5.579;-175.564
1509974816.835;78.128;-4.619;178.608
1509974816.854;78.596;-8.263;-178.183
1509974816.862;80.034;-8.263;-178.183
1509974816.874;80.344;-9.435;-176.788
1509974816.897;79.505;-1.857;-179.312
1509974816.916;80.000;-5.851;-176.158
1509974816.936;80.640;-11.194;-176.288
1509974816.938;80.323;-11.194;-176.288
1509974816.956;79.255;-3.695;179.486
1509974816.975;79.322;-5.072;179.772
1509974816.979;78.004;-5.072;179.772
1509974816.995;78.535;-6.481;-175.263
1509974817.014;78.261;-6.258;-178.054
1509974817.035;78.065;-8.034;179.262
1509974817.052;79.183;-8.034;179.262
1509974817.054;79.096;-2.627;179.996
1509974817.075;79.488;-5.293;-176.082
1509974817.094;79.667;-7.414;-176.448
1509974817.116;79.065;-2.142;179.440
1509974817.129;78.329;-2.142;179.440
1509974817.135;78.767;-6.002;-177.118
1509974817.156;79.645;-11.382;-175.346
1509974817.176;78.669;-5.926;-178.173
1509974817.195;78.443;-5.495;179.536
1509974817.206;78.346;-5.495;179.536
1509974817.216;78.815;-8.660;-178.033
1509974817.236;78.286;-3.964;179.424
1509974817.245;76.986;-3.964;179.424
1509974817.255;77.065;-3.800;-179.020
1509974817.275;77.231;-4.058;-176.065
1509974817.299;76.859;-0.057;-179.426
1509974817.317;77.043;-3.306;-178.813
1509974817.325;76.989;-3.306;-178.813
1509974817.335;77.328;-5.965;-177.019
1509974817.356;77.747;-7.962;-175.207
1509974817.378;78.406;-10.776;-173.645
1509974817.396;77.961;-10.043;-175.862
1509974817.398;77.055;-10.043;-175.862
1509974817.42;76.151;-6.996;179.329
1509974817.44;75.918;-1.210;-179.885
1509974817.459;76.007;-2.679;-179.238
1509974817.476;76.179;-9.566;178.517
1509974817.477;76.420;-9.566;178.517
1509974817.496;78.550;-14.561;-173.186
1509974817.513;78.851;-14.561;-173.186
1509974817.515;78.596;-11.057;-169.925
1509974817.537;76.964;-10.832;179.749
1509974817.559;76.845;-8.526;-179.794
1509974817.577;77.059;-7.951;-177.548
1509974817.594;80.425;-7.951;-177.548
1509974817.597;80.246;-11.067;-177.542
1509974817.617;80.542;-11.567;-175.985
1509974817.638;79.582;-15.788;-179.124
1509974817.658;79.343;-19.844;-179.128
1509974817.666;81.793;-19.844;-179.128
1509974817.678;84.243;-20.278;-172.405
1509974817.697;77.028;-26.084;177.432
1509974817.718;79.571;-33.637;-172.682
1509974817.738;79.411;-30.888;-174.544
1509974817.743;84.340;-30.888;-174.544
1509974817.757;94.962;-27.519;-174.257
1509974817.778;100.706;-25.595;-172.768
1509974817.782;-165.153;-25.595;-172.768
1509974817.797;-157.037;-23.992;-175.239
1509974817.819;-162.708;-19.052;-175.676
1509974817.84;-172.424;-18.675;-172.498
1509974817.858;-176.299;-20.875;-171.072
1509974817.86;-144.066;-20.875;-171.072
1509974817.878;-157.243;-15.520;-168.905
1509974817.898;-160.250;-10.938;-169.466
1509974817.919;-158.490;-12.821;-169.575
1509974817.939;-155.850;-12.996;-170.847
1509974817.941;-156.405;-12.996;-170.847
1509974817.959;-153.054;-11.183;-174.480
1509974817.979;-153.329;-10.006;-174.945
1509974817.999;-152.843;-10.784;-174.900
1509974818.013;-158.538;-10.784;-174.900
1509974818.018;-156.251;-11.943;-176.424
1509974818.04;-154.156;-13.140;-177.712
1509974818.051;-153.323;-13.140;-177.712
1509974818.059;-152.161;-14.389;-178.336
1509974818.078;-150.673;-15.917;-179.110
1509974818.099;-149.240;-15.822;178.874
1509974818.119;-145.166;-17.276;174.070
1509974818.128;-149.975;-17.276;174.070
1509974818.139;-147.132;-19.445;170.911
1509974818.158;-148.120;-20.311;173.767
1509974818.179;-148.959;-21.267;176.230
1509974818.2;-149.316;-21.705;177.259
1509974818.206;-147.298;-21.705;177.259
1509974818.222;-146.277;-22.564;176.486
1509974818.24;-146.327;-23.346;177.522
1509974818.259;-145.777;-24.894;178.524
1509974818.279;-145.197;-25.148;177.887
1509974818.283;-144.000;-25.148;177.887
1509974818.3;-144.538;-25.556;179.219
1509974818.319;-146.746;-26.380;-176.875
1509974818.321;-144.132;-26.380;-176.875
1509974818.339;-146.957;-25.732;-174.317
1509974818.361;-149.585;-24.787;-172.460
1509974818.38;-154.699;-22.458;-169.318
1509974818.4;-161.017;-20.631;-164.739
1509974818.402;-156.263;-20.631;-164.739
1509974818.423;-159.235;-20.681;-162.118
1509974818.44;-157.847;-23.021;-161.960
1509974818.461;-156.715;-21.605;-163.739
1509974818.478;-149.323;-21.605;-163.739
1509974818.48;-150.159;-18.086;-165.823
1509974818.501;-153.730;-14.811;-164.340
1509974818.52;-152.487;-18.767;-162.898
1509974818.54;-151.423;-19.885;-163.101
1509974818.554;-145.493;-19.885;-163.101
1509974818.559;-145.818;-18.698;-163.914
1509974818.579;-143.516;-19.407;-165.897
1509974818.59;-133.409;-19.407;-165.897
1509974818.599;-131.787;-21.426;-165.483
1509974818.619;-134.757;-20.677;-160.744
1509974818.64;-134.763;-22.685;-157.199
1509974818.661;-132.852;-24.534;-156.786
1509974818.667;-126.950;-24.534;-156.786
1509974818.68;-123.420;-27.281;-159.253
1509974818.699;-123.147;-27.495;-159.481
1509974818.72;-124.369;-27.256;-155.139
1509974818.74;-118.116;-32.968;-147.162
1509974818.743;-107.165;-32.968;-147.162
1509974818.76;-96.410;-37.604;-139.540
1509974818.781;-94.489;-40.692;-148.060
1509974818.801;-97.480;-48.657;-169.843
1509974818.821;-106.379;-33.104;-134.301
1509974818.822;-108.488;-33.104;-134.301
1509974818.84;-127.831;-25.416;-114.418
1509974818.861;-109.030;-33.188;-112.609
1509974818.862;-105.415;-33.188;-112.609
1509974818.881;-104.239;-35.726;-121.767
1509974818.901;-107.496;-33.405;-123.465
1509974818.922;-123.616;-25.252;-97.240
1509974818.936;-102.495;-25.252;-97.240
1509974818.942;-89.996;-27.619;-68.293
1509974818.961;-57.409;-29.866;-46.899
1509974818.981;65.160;-25.855;-34.203
1509974819.0;102.951;-22.250;-26.142
1509974819.012;-67.771;-22.250;-26.142
1509974819.021;-16.593;-23.508;-11.229
1509974819.042;61.718;-20.491;2.752
1509974819.061;66.358;-19.605;3.195
1509974819.082;37.747;-23.331;-1.369
1509974819.089;-31.828;-23.331;-1.369
1509974819.101;-61.345;-21.522;-13.976
1509974819.122;-64.700;-18.775;-12.219
1509974819.128;-61.383;-18.775;-12.219
1509974819.142;-43.216;-17.279;-0.849
1509974819.162;-35.264;-14.910;3.350
1509974819.181;-55.049;-11.558;1.486
1509974819.202;-63.866;-14.803;-7.748
1509974819.205;-65.663;-14.803;-7.748
1509974819.222;-49.122;-23.158;-6.896
1509974819.243;-36.626;-25.033;-1.431
1509974819.262;-27.342;-25.885;2.433
1509974819.284;-12.137;-30.983;7.581
1509974819.285;-19.581;-30.983;7.581
1509974819.304;-13.877;-32.825;9.710
1509974819.322;-23.940;-28.187;6.660
1509974819.343;-39.068;-21.203;4.403
1509974819.394;-45.450;-21.203;4.403
1509974819.395;-39.513;-19.770;8.050
1509974819.396;-36.897;-22.090;7.354
1509974819.396;-40.282;-22.090;7.354
1509974819.402;-39.880;-22.512;7.200
1509974819.422;-40.039;-22.094;7.452
1509974819.444;-33.863;-25.000;8.053
1509974819.462;-38.901;-23.682;6.756
1509974819.473;-42.061;-23.682;6.756
1509974819.482;-44.631;-21.754;7.045
1509974819.504;-43.690;-19.914;9.079
1509974819.523;-43.737;-20.599;8.469
1509974819.542;-39.452;-23.381;8.268
